0.226,0.284,0.257,0.293
0.217,0.291,0.339,0.266
0.285,0.271,0.342,0.266
0.407,0.329,0.424,0.320
0.267,0.469,0.409,0.347
0.335,0.363,0.451,0.350
0.466,0.408,0.545,0.350
0.489,0.620,0.654,0.613
0.335,0.322,0.409,0.279
0.326,0.281,0.440,0.226
0.389,0.284,0.354,0.266
0.339,0.267,0.311,0.239
0.339,0.236,0.385,0.215
0.335,0.370,0.374,0.347
0.434,0.267,0.467,0.229
0.226,0.154,0.257,0.024
0.149,0.158,0.245,0.088
0.231,0.161,0.261,0.165
0.276,0.288,0.300,0.249
0.330,0.257,0.335,0.246
0.267,0.312,0.412,0.273
0.312,0.401,0.482,0.360
0.529,0.332,0.556,0.259
0.534,0.384,0.514,0.360
0.520,0.387,0.568,0.340
0.416,0.541,0.576,0.549
0.670,0.757,0.767,0.727
0.502,0.866,0.560,0.828
0.692,0.705,0.665,0.660
0.665,0.336,0.529,0.269
0.543,0.322,0.459,0.300
0.534,0.377,0.521,0.370
0.484,0.432,0.564,0.380
0.452,0.432,0.467,0.350
0.520,0.610,0.623,0.418
0.566,0.298,0.451,0.296
0.538,0.397,0.521,0.394
0.511,0.421,0.580,0.407
0.557,0.541,0.646,0.549
0.638,0.490,0.576,0.404
0.624,0.394,0.498,0.374
0.652,0.442,0.588,0.451
0.620,0.517,0.661,0.505
0.665,0.555,0.693,0.515
0.615,0.301,0.502,0.306
0.430,0.332,0.385,0.283
0.357,0.363,0.432,0.327
0.462,0.452,0.560,0.380
0.566,0.606,0.696,0.377
0.475,0.271,0.381,0.279
0.380,0.325,0.377,0.323
0.484,0.387,0.447,0.367
0.412,0.390,0.479,0.364
0.548,0.428,0.603,0.387
0.566,0.517,0.591,0.485
0.597,0.651,0.580,0.519
0.615,0.284,0.479,0.276
0.548,0.271,0.498,0.283
0.498,0.401,0.447,0.320
0.597,0.568,0.646,0.320
0.606,0.442,0.615,0.364
0.507,0.342,0.440,0.316
0.394,0.397,0.498,0.364
0.462,0.476,0.541,0.465
0.629,0.418,0.518,0.374
0.602,0.473,0.654,0.377
0.588,0.586,0.623,0.414
0.575,0.288,0.467,0.266
0.448,0.315,0.447,0.253
0.421,0.373,0.482,0.360
0.425,0.459,0.525,0.428
0.561,0.849,0.716,0.828
0.624,0.668,0.638,0.593
0.742,1.000,0.720,1.000
0.692,0.356,0.549,0.327
0.633,0.366,0.510,0.330
0.548,0.507,0.611,0.485
0.620,0.462,0.658,0.404
0.557,0.719,0.611,0.596
0.787,0.894,1.000,0.842
0.520,0.373,0.560,0.357
0.638,0.414,0.576,0.387
0.674,0.490,0.560,0.475
0.597,0.500,0.560,0.431
0.633,0.740,0.763,0.707
0.643,0.380,0.556,0.283
0.548,0.342,0.494,0.313
0.434,0.408,0.529,0.397
0.475,0.452,0.556,0.441
0.525,0.483,0.634,0.468
0.624,0.473,0.642,0.441
0.719,0.455,0.623,0.451
0.738,0.740,0.696,0.556
0.688,0.473,0.568,0.471
0.733,0.808,0.689,0.798
0.606,0.373,0.549,0.350
0.597,0.435,0.572,0.411
0.602,0.613,0.650,0.488
0.706,0.521,0.638,0.471
0.729,0.401,0.630,0.242
0.525,0.493,0.580,0.458
0.633,0.541,0.693,0.542
0.692,0.592,0.763,0.556
0.674,0.637,0.696,0.589
0.842,0.596,0.794,0.354
0.575,0.346,0.432,0.226
0.557,0.387,0.588,0.370
0.538,0.442,0.580,0.434
0.566,0.462,0.588,0.455
0.624,0.493,0.623,0.418
0.548,0.387,0.405,0.380
0.466,0.373,0.389,0.357
0.471,0.452,0.564,0.441
0.452,0.476,0.525,0.428
0.561,0.514,0.568,0.444
0.584,0.476,0.630,0.444
0.588,0.469,0.607,0.421
0.688,0.442,0.603,0.300
0.615,0.408,0.471,0.273
0.579,0.295,0.482,0.286
0.561,0.236,0.447,0.232
0.520,0.435,0.444,0.337
0.475,0.469,0.541,0.441
0.611,0.473,0.564,0.455
0.611,0.527,0.630,0.512
0.701,0.682,0.693,0.677
0.837,0.764,0.770,0.502
0.738,0.661,0.642,0.529
0.801,0.942,0.938,0.721
0.421,0.342,0.304,0.283
0.421,0.414,0.506,0.397
0.498,0.493,0.533,0.475
0.529,0.524,0.599,0.475
0.643,0.634,0.681,0.613
0.765,0.884,0.825,0.710
0.842,0.747,0.759,0.717
0.805,0.599,0.708,0.495
0.783,0.490,0.735,0.488
0.715,0.455,0.591,0.441
0.751,0.462,0.642,0.461
0.751,0.551,0.630,0.519
0.715,0.452,0.673,0.448
0.742,0.545,0.654,0.545
0.787,0.562,0.763,0.411
0.656,0.582,0.611,0.576
0.665,0.664,0.619,0.673
0.760,0.507,0.751,0.488
0.543,0.555,0.553,0.525
0.647,0.568,0.650,0.562
0.638,0.449,0.506,0.421
0.661,0.493,0.595,0.434
0.674,0.524,0.626,0.519
0.638,0.538,0.615,0.495
0.633,0.558,0.634,0.539
0.724,0.548,0.712,0.549
0.661,0.575,0.642,0.559
0.710,0.572,0.696,0.529
0.747,0.586,0.728,0.556
0.710,0.589,0.724,0.562
0.729,0.712,0.759,0.690
0.783,0.603,0.677,0.552
0.747,0.555,0.724,0.492
0.656,0.490,0.537,0.488
0.602,0.503,0.630,0.508
0.701,0.606,0.661,0.593
0.819,0.603,0.696,0.599
0.742,0.524,0.591,0.525
0.715,0.586,0.685,0.572
0.760,0.616,0.728,0.579
0.719,0.610,0.755,0.586
0.765,0.723,0.755,0.714
0.824,0.551,0.728,0.529
0.792,0.541,0.751,0.478
0.710,0.562,0.661,0.515
0.701,0.548,0.634,0.556
0.738,0.565,0.658,0.559
0.692,0.586,0.716,0.576
0.778,0.582,0.720,0.586
0.805,0.568,0.708,0.535
0.706,0.545,0.696,0.545
0.715,0.555,0.708,0.515
0.724,0.568,0.693,0.532
0.787,0.562,0.759,0.539
0.810,0.603,0.704,0.609
0.769,0.647,0.673,0.589
0.805,0.551,0.665,0.532
0.760,0.582,0.696,0.559
0.796,0.548,0.743,0.512
0.760,0.651,0.630,0.636
0.674,0.476,0.525,0.448
0.665,0.497,0.545,0.485
0.633,0.493,0.502,0.488
0.661,0.565,0.650,0.519
0.507,0.435,0.455,0.431
0.561,0.353,0.463,0.239
0.471,0.325,0.346,0.327
0.421,0.414,0.405,0.354
0.448,0.466,0.451,0.434
0.520,0.538,0.494,0.498
0.647,0.462,0.533,0.401
0.548,0.490,0.518,0.455
0.647,0.428,0.603,0.404
0.652,0.490,0.541,0.505
0.706,0.397,0.564,0.340
0.633,0.582,0.537,0.532
0.520,0.476,0.514,0.461
0.525,0.476,0.525,0.468
0.602,0.668,0.514,0.630
0.656,0.462,0.564,0.414
0.620,0.404,0.498,0.414
0.615,0.497,0.654,0.492
0.674,0.771,0.712,0.616
0.674,0.301,0.521,0.300
0.575,0.305,0.471,0.320
0.498,0.455,0.490,0.438
0.502,0.534,0.490,0.428
0.502,0.507,0.502,0.441
0.561,0.384,0.451,0.320
0.475,0.428,0.506,0.387
0.484,0.384,0.463,0.380
0.520,0.442,0.568,0.444
0.525,0.473,0.510,0.461
0.638,0.394,0.521,0.320
0.457,0.428,0.475,0.343
0.538,0.418,0.498,0.377
0.529,0.473,0.490,0.411
0.557,0.438,0.525,0.441
0.548,0.486,0.525,0.364
0.507,0.291,0.393,0.185
0.466,0.390,0.521,0.354
0.367,0.380,0.374,0.360
0.416,0.411,0.409,0.377
0.466,0.411,0.432,0.404
0.484,0.459,0.455,0.428
0.498,0.428,0.471,0.414
0.624,0.507,0.537,0.505
0.593,0.493,0.494,0.485
0.403,0.329,0.374,0.343
0.353,0.503,0.362,0.498
0.498,0.497,0.482,0.407
0.385,0.366,0.370,0.347
0.407,0.514,0.377,0.411
0.335,0.384,0.339,0.357
0.466,0.312,0.447,0.320
0.588,0.360,0.521,0.364
0.557,0.442,0.510,0.431
0.344,0.390,0.335,0.347
0.394,0.438,0.420,0.414
0.403,0.486,0.412,0.492
0.335,0.510,0.311,0.380
0.371,0.435,0.432,0.384
0.389,0.384,0.377,0.384
0.511,0.565,0.451,0.562
0.348,0.349,0.307,0.350
0.312,0.394,0.304,0.404
0.353,0.452,0.412,0.377
0.389,0.336,0.342,0.330
0.430,0.353,0.362,0.364
0.462,0.517,0.576,0.431
0.321,0.363,0.288,0.330
0.244,0.325,0.241,0.330
0.357,0.291,0.323,0.300
0.353,0.236,0.284,0.232
0.217,0.106,0.241,0.111
0.190,0.260,0.167,0.259
0.104,0.281,0.109,0.273
0.167,0.199,0.167,0.162
0.267,0.212,0.249,0.168
0.276,0.253,0.218,0.256
0.303,0.226,0.257,0.246
0.376,0.322,0.401,0.263
0.511,0.274,0.471,0.293
0.394,0.229,0.319,0.232
0.285,0.281,0.276,0.232
0.267,0.308,0.276,0.310
0.398,0.353,0.416,0.357
0.367,0.332,0.335,0.330
0.231,0.277,0.261,0.279
0.131,0.219,0.105,0.222
0.158,0.295,0.140,0.226
0.222,0.325,0.191,0.333
0.186,0.301,0.152,0.276
0.235,0.360,0.241,0.343
0.348,0.260,0.416,0.259
0.439,0.322,0.339,0.327
0.430,0.267,0.331,0.192
0.452,0.298,0.370,0.232
0.448,0.229,0.354,0.229
0.353,0.274,0.323,0.279
0.199,0.233,0.237,0.215
0.348,0.158,0.354,0.114
0.104,0.116,0.066,0.111
0.027,0.123,0.027,0.091
0.109,0.000,0.101,0.000
0.122,0.192,0.113,0.199
0.077,0.243,0.082,0.256
0.018,0.164,0.039,0.118
0.122,0.171,0.167,0.182
0.145,0.223,0.132,0.229
0.068,0.219,0.097,0.185
0.063,0.134,0.035,0.114
0.113,0.243,0.113,0.226
0.204,0.205,0.241,0.165
0.357,0.188,0.319,0.121
0.335,0.134,0.233,0.152
0.167,0.216,0.148,0.182
0.249,0.212,0.202,0.192
0.308,0.236,0.342,0.246
0.443,0.291,0.385,0.259
0.208,0.079,0.148,0.077
0.077,0.182,0.074,0.182
0.063,0.205,0.082,0.199
0.086,0.247,0.101,0.205
0.190,0.243,0.257,0.229
0.271,0.428,0.187,0.434
0.290,0.452,0.440,0.404
0.520,0.178,0.389,0.175
0.403,0.260,0.307,0.222
0.367,0.479,0.490,0.475
0.430,0.195,0.304,0.202
0.127,0.089,0.078,0.088
0.154,0.212,0.214,0.205
0.235,0.212,0.284,0.226
0.262,0.236,0.311,0.253
0.172,0.264,0.171,0.269
0.104,0.233,0.121,0.222
0.167,0.277,0.144,0.232
0.244,0.315,0.202,0.320
0.267,0.229,0.257,0.202
0.294,0.140,0.237,0.074
0.258,0.099,0.268,0.054
0.262,0.219,0.191,0.152
0.213,0.154,0.175,0.125
0.190,0.130,0.160,0.125
0.240,0.161,0.222,0.165
0.167,0.274,0.167,0.232
0.140,0.253,0.167,0.263
0.267,0.462,0.424,0.458
0.281,0.295,0.284,0.290
0.095,0.264,0.117,0.212
0.149,0.295,0.222,0.296
0.204,0.284,0.292,0.222
0.176,0.271,0.206,0.276
0.217,0.295,0.237,0.290
0.253,0.428,0.292,0.394
0.299,0.384,0.292,0.327
0.281,0.432,0.292,0.384
0.271,0.212,0.253,0.158
0.145,0.298,0.226,0.300
0.204,0.072,0.183,0.040
0.158,0.229,0.202,0.148
0.308,0.103,0.261,0.091
0.181,0.192,0.183,0.158
0.104,0.192,0.144,0.182
0.109,0.281,0.179,0.226
0.154,0.301,0.214,0.236
0.154,0.271,0.241,0.239
0.258,0.281,0.276,0.290
0.389,0.408,0.471,0.343
0.321,0.370,0.397,0.327
0.430,0.216,0.350,0.165
0.471,0.301,0.424,0.306
0.231,0.329,0.342,0.276
0.226,0.325,0.288,0.269
0.226,0.301,0.323,0.310
0.326,0.353,0.362,0.337
0.471,0.325,0.467,0.306
0.439,0.377,0.498,0.343
0.412,0.377,0.436,0.364
0.362,0.318,0.393,0.222
0.335,0.315,0.385,0.246
0.498,0.291,0.420,0.266
0.498,0.442,0.416,0.407
0.412,0.356,0.416,0.333
0.385,0.370,0.397,0.360
0.258,0.366,0.420,0.276
0.416,0.209,0.319,0.138
0.367,0.332,0.428,0.323
0.226,0.305,0.327,0.253
0.407,0.325,0.362,0.195
0.385,0.288,0.455,0.202
0.462,0.353,0.412,0.354
0.339,0.363,0.455,0.323
0.389,0.356,0.342,0.178
0.317,0.346,0.381,0.266
0.267,0.394,0.463,0.323
0.235,0.329,0.370,0.290
0.416,0.380,0.315,0.380
0.330,0.288,0.366,0.212
0.335,0.356,0.498,0.310
0.339,0.445,0.455,0.394
0.606,0.476,0.576,0.401
0.348,0.401,0.420,0.404
0.303,0.411,0.311,0.401
0.362,0.551,0.514,0.545
0.498,0.661,0.615,0.667
0.683,0.360,0.556,0.306
0.398,0.473,0.420,0.313
0.534,0.750,0.724,0.700
0.330,0.329,0.319,0.306
0.258,0.408,0.296,0.327
0.308,0.226,0.358,0.155
0.181,0.329,0.327,0.283
0.276,0.418,0.358,0.404
0.493,0.592,0.638,0.485
0.756,0.366,0.611,0.118
0.294,0.483,0.451,0.488
0.507,0.438,0.482,0.401
0.516,0.339,0.479,0.316
0.466,0.462,0.576,0.414
0.502,0.216,0.401,0.182
0.235,0.277,0.249,0.219
0.235,0.336,0.323,0.296
0.290,0.397,0.424,0.397
0.421,0.524,0.467,0.498
0.606,0.342,0.549,0.300
0.439,0.271,0.339,0.273
0.466,0.432,0.451,0.370
0.597,0.473,0.634,0.481
0.502,0.397,0.451,0.360
0.321,0.438,0.393,0.333
0.362,0.425,0.482,0.357
0.389,0.462,0.506,0.428
0.466,0.647,0.556,0.542
0.724,0.479,0.739,0.468
0.484,0.490,0.502,0.411
0.443,0.562,0.619,0.488
0.733,0.568,0.782,0.461
0.579,0.377,0.521,0.347
0.538,0.442,0.518,0.418
0.579,0.432,0.525,0.391
0.606,0.712,0.599,0.519
0.629,0.637,0.708,0.572
0.561,0.435,0.537,0.313
0.471,0.394,0.436,0.320
0.421,0.462,0.514,0.370
0.557,0.418,0.560,0.407
0.516,0.675,0.634,0.640
0.647,0.449,0.584,0.374
0.638,0.459,0.607,0.411
0.665,0.572,0.696,0.488
0.724,0.661,0.774,0.512
0.670,0.497,0.619,0.387
0.385,0.401,0.451,0.364
0.439,0.473,0.541,0.418
0.593,0.435,0.607,0.434
0.661,0.404,0.537,0.357
0.692,0.493,0.626,0.488
0.647,0.466,0.611,0.441
0.597,0.462,0.611,0.444
0.593,0.575,0.564,0.485
0.620,0.822,0.735,0.670
0.724,0.517,0.619,0.431
0.665,0.521,0.634,0.475
0.774,0.623,0.755,0.542
0.697,0.408,0.541,0.377
0.615,0.459,0.545,0.451
0.688,0.555,0.696,0.535
0.593,0.551,0.525,0.519
0.538,0.411,0.549,0.374
0.679,0.500,0.658,0.448
0.719,0.545,0.665,0.488
0.710,0.894,0.809,0.677
1.000,0.873,1.000,0.778
0.561,0.253,0.428,0.226
0.552,0.469,0.471,0.310
0.611,0.753,0.728,0.721
0.602,0.329,0.510,0.300
0.575,0.384,0.549,0.350
0.529,0.527,0.626,0.535
0.615,0.514,0.626,0.471
0.692,0.432,0.560,0.404
0.715,0.435,0.634,0.431
0.670,0.531,0.642,0.515
0.638,0.538,0.669,0.532
0.719,0.603,0.743,0.569
0.760,0.613,0.739,0.556
0.729,0.589,0.708,0.556
0.796,0.853,0.833,0.700
0.855,0.740,0.802,0.710
0.864,0.627,0.817,0.519
